Star: CS31082;    Mass table: frdm2012
Tables of ages from Th/U, Th/X and U/X chronometers
=============================================================
      Ye         S_final      Th/U      Th/X       U/X
      0.435      300.0     14.7044     21.2164     16.7067
      0.435      305.0     14.7936     23.1486     17.3795
      0.435      310.0     14.8754     24.5305     17.8730
      0.435      315.0     14.9534     25.4712     18.2241
      0.435      320.0     15.0272     26.0865     18.4692
      0.435      325.0     15.0933     26.4838     18.6400
      0.435      330.0     15.1478     26.7400     18.7582
      0.435      335.0     15.1898     26.9084     18.8400
      0.435      340.0     15.2207     27.0224     18.8972
      0.435      345.0     15.2424     27.1015     18.9370
      0.435      350.0     15.2565     27.1551     18.9635
      0.435      355.0     15.2642     27.1858     18.9785
      0.435      360.0     15.2670     27.1948     18.9832
      0.435      365.0     15.2670     27.1948     18.9832
      0.435      370.0     15.2670     27.1948     18.9832
      0.435      375.0     15.2670     27.1948     18.9832
      0.435      380.0     15.2670     27.1947     18.9832
      0.435      385.0     15.2670     27.1947     18.9832
      0.435      390.0     15.2670     27.1947     18.9832
      0.435      395.0     15.2670     27.1947     18.9832
      0.435      400.0     15.2670     27.1947     18.9832
      0.440      200.0      0.3754   -234.1801    -73.9607
      0.440      205.0      2.0506   -196.7577    -60.9636
      0.440      210.0      4.8906   -170.3776    -50.6753
      0.440      215.0      6.4648   -147.6914    -42.4169
      0.440      220.0      7.4716   -126.7058    -35.0827
      0.440      225.0      8.1873   -107.6495    -28.5575
      0.440      230.0      8.4891    -85.4556    -21.3190
      0.440      235.0      9.5002    -67.1643    -14.8358
      0.440      240.0     10.3834    -54.4902    -10.2196
      0.440      245.0     11.0512    -44.7159     -6.6685
      0.440      250.0     11.5889    -36.4706     -3.6904
      0.440      255.0     12.0486    -29.0895     -1.0392
      0.440      260.0     12.4563    -22.2384      1.4089
      0.440      265.0     12.8377    -15.6866      3.7442
      0.440      270.0     13.2147     -9.3240      6.0165
      0.440      275.0     13.5802     -3.2188      8.1995
      0.440      280.0     13.9011      2.4905     10.2267
      0.440      285.0     14.1594      7.7332     12.0636
      0.440      290.0     14.3662     12.4268     13.6914
      0.440      295.0     14.5236     16.3615     15.0453
      0.440      300.0     14.6448     19.5242     16.1298
      0.440      305.0     14.7436     21.9769     16.9742
      0.440      310.0     14.8304     23.8034     17.6120
      0.440      315.0     14.9112     25.0996     18.0777
      0.440      320.0     14.9889     25.9719     18.4068
      0.440      325.0     15.0619     26.5385     18.6360
      0.440      330.0     15.1262     26.9025     18.7950
      0.440      335.0     15.1780     27.1371     18.9045
      0.440      340.0     15.2173     27.2918     18.9802
      0.440      345.0     15.2457     27.3968     19.0328
      0.440      350.0     15.2651     27.4690     19.0689
      0.440      355.0     15.2770     27.5161     19.0919
      0.440      360.0     15.2831     27.5399     19.1036
      0.440      365.0     15.2838     27.5421     19.1047
      0.440      370.0     15.2838     27.5421     19.1047
      0.440      375.0     15.2838     27.5421     19.1047
      0.440      380.0     15.2838     27.5421     19.1047
      0.440      385.0     15.2838     27.5421     19.1047
      0.440      390.0     15.2838     27.5421     19.1047
      0.440      395.0     15.2838     27.5421     19.1047
      0.440      400.0     15.2838     27.5421     19.1047
      0.445      200.0     -0.8763   -250.4264    -79.9592
      0.445      205.0      0.3908   -230.0986    -72.6568
      0.445      210.0      2.5012   -193.3067    -59.5640
      0.445      215.0      5.1762   -167.4052    -49.5393
      0.445      220.0      6.6656   -144.7045    -41.3339
      0.445      225.0      7.6361   -123.7781    -34.0432
      0.445      230.0      8.3190   -104.4684    -27.4600
      0.445      235.0      8.6588    -81.7083    -20.0162
      0.445      240.0      9.7078    -64.1521    -13.7402
      0.445      245.0     10.5705    -51.8733     -9.2632
      0.445      250.0     11.2214    -42.3202     -5.7937
      0.445      255.0     11.7471    -34.2257     -2.8716
      0.445      260.0     12.1962    -26.9764     -0.2693
      0.445      265.0     12.5960    -20.2493      2.1341
      0.445      270.0     12.9731    -13.8173      4.4285
      0.445      275.0     13.3447     -7.5873      6.6552
      0.445      280.0     13.7130     -1.4801      8.8407
      0.445      285.0     14.0240      4.2373     10.8638
      0.445      290.0     14.2627      9.3926     12.6596
      0.445      295.0     14.4453     13.8745     14.2040
      0.445      300.0     14.5853     17.6080     15.4822
      0.445      305.0     14.6960     20.6007     16.5058
      0.445      310.0     14.7892     22.9119     17.3015
      0.445      315.0     14.8733     24.6200     17.8999
      0.445      320.0     14.9530     25.8153     18.3329
      0.445      325.0     15.0300     26.6095     18.6368
      0.445      330.0     15.1016     27.1201     18.8473
      0.445      335.0     15.1629     27.4456     18.9920
      0.445      340.0     15.2111     27.6551     19.0912
      0.445      345.0     15.2469     27.7934     19.1593
